115,FileType=CSV,Version=1.0,SizeType=ASCII,us_postal_codes_RR_Length_Header.pki,Primary_Key_Index,RecordCount=255,
43,157,FieldsPerRecord=6,End_Header_Record,
53,1585,West Brookfield,MA,Worcester,42.2441,-72.1511
48,90221,Compton,CA,Los Angeles,33.8796,-118.217
47,13628,Deferiet,NY,Jefferson,44.0356,-75.6838
43,33836,Davenport,FL,Polk,28.1672,-81.6316
41,98160,Seattle,WA,King,47.6062,-122.332
44,16640,Flinton,PA,Cambria,40.6876,-78.5523
45,2638,Dennis,MA,Barnstable,41.7322,-70.1911
42,22711,Banco,VA,Madison,38.4285,-78.2678
44,7626,Cresskill,NJ,Bergen,40.9418,-73.9652
52,70062,Kenner,LA,Jefferson Parish,29.9912,-90.2479
48,47436,Heltonville,IN,Lawrence,38.948,-86.3703
41,74354,Miami,OK,Ottawa,36.8764,-94.8719
46,98012,Bothell,WA,Snohomish,47.8401,-122.197
43,65284,Sturgeon,MO,Boone,39.2057,-92.2953
42,67151,Walton,KS,Harvey,38.1239,-97.2361
51,20837,Poolesville,MD,Montgomery,39.1386,-77.4067
45,38746,Gunnison,MS,Bolivar,33.9439,-90.9319
40,75238,Dallas,TX,Dallas,32.877,-96.708
48,92160,San Diego,CA,San Diego,32.7153,-117.157
43,93035,Oxnard,CA,Ventura,34.1822,-119.216
42,56561,Moorhead,MN,Clay,46.8739,-96.7695
44,44230,Doylestown,OH,Wayne,40.965,-81.6848
40,45061,Ross,OH,Butler,39.3124,-84.6483
48,35634,Florence,AL,Lauderdale,34.9186,-87.6136
39,79356,Post,TX,Garza,33.2017,-101.392
43,56521,Callaway,MN,Becker,47.0076,-95.944
43,38187,Memphis,TN,Shelby,35.2017,-89.9715
39,68455,Union,NE,Cass,40.8245,-95.9037
49,5406,Burlington,VT,Chittenden,44.4421,-73.0825
41,38866,Saltillo,MS,Lee,34.3831,-88.6674
49,1752,Marlborough,MA,Middlesex,42.3509,-71.5434
46,12440,High Falls,NY,Ulster,41.8167,-74.1311
54,19137,Philadelphia,PA,Philadelphia,40.0008,-75.0727
43,24093,Glen Lyn,VA,Giles,37.3669,-80.8634
48,47579,Santa Claus,IN,Spencer,38.1176,-86.9286
42,96162,Truckee,CA,Nevada,39.328,-120.183
43,25025,Blount,WV,Kanawha,38.3121,-81.4052
43,77059,Houston,TX,Harris,29.5975,-95.1134
65,23464,Virginia Beach,VA,Virginia Beach (city),36.7978,-76.1759
44,19047,Langhorne,PA,Bucks,40.1813,-74.9104
42,30510,Alto,GA,Habersham,34.4591,-83.602
46,96817,Honolulu,HI,Honolulu,21.3295,-157.862
40,33957,Sanibel,FL,Lee,26.4514,-82.0868
49,24250,Fort Blackmore,VA,Scott,36.7438,-82.6102
42,18324,Bushkill,PA,Pike,41.1285,-75.0132
39,58703,Minot,ND,Ward,48.3306,-101.316
48,92266,Palo Verde,CA,Imperial,33.3696,-114.736
43,14141,Springville,NY,Erie,42.52,-78.6847
42,61940,Metcalf,IL,Edgar,39.8008,-87.7955
48,56186,Woodstock,MN,Pipestone,43.9873,-96.1192
45,93656,Riverdale,CA,Fresno,36.4295,-119.872
44,14841,Hector,NY,Schuyler,42.4966,-76.8786
46,2806,Barrington,RI,Bristol,41.7443,-71.3175
60,20241,Washington,DC,District of Columbia,38.8933,-77.0146
46,58061,Mooreton,ND,Richland,46.2686,-96.8762
44,85610,Elfrida,AZ,Cochise,31.7139,-109.619
47,15856,Rockton,PA,Clearfield,41.0806,-78.6577
48,12436,Haines Falls,NY,Greene,42.1955,-74.1023
47,25315,Charleston,WV,Kanawha,38.2351,-81.5536
43,23288,Henrico,VA,Henrico,37.4638,-77.398
38,97377,Shedd,OR,Linn,44.453,-123.106
46,80124,Lone Tree,CO,Douglas,39.5517,-104.886
46,95490,Willits,CA,Mendocino,39.4493,-123.368
42,93626,Friant,CA,Fresno,37.0422,-119.681
45,72126,Perryville,AR,Perry,34.9701,-92.8472
54,19139,Philadelphia,PA,Philadelphia,39.9612,-75.2303
45,85619,Mount Lemmon,AZ,Pima,32.3763,-110.76
48,95131,San Jose,CA,Santa Clara,37.3864,-121.88
49,63032,Florissant,MO,St. Louis,38.6383,-90.4271
41,60602,Chicago,IL,Cook,41.8829,-87.6321
42,48244,Detroit,MI,Wayne,42.2399,-83.1508
45,11756,Levittown,NY,Nassau,40.7254,-73.5166
45,68665,Spalding,NE,Greeley,41.6874,-98.3715
75,94132,San Francisco,CA,City and County of San Francisco,37.7211,-122.475
44,37317,Copperhill,TN,Polk,35.0207,-84.3748
46,8840,Metuchen,NJ,Middlesex,40.5449,-74.3517
49,24566,Keeling,VA,Pittsylvania,36.7156,-79.2783
42,78768,Austin,TX,Travis,30.2672,-97.7431
40,60119,Elburn,IL,Kane,41.8824,-88.4611
42,30006,Marietta,GA,Cobb,33.9526,-84.5499
39,41859,Dema,KY,Knott,37.3976,-82.7836
50,17847,Milton,PA,Northumberland,41.0168,-76.8398
42,92602,Irvine,CA,Orange,33.7419,-117.747
47,6512,New Haven,CT,New Haven,41.3082,-72.9282
49,55418,Minneapolis,MN,Hennepin,45.0192,-93.2401
54,52066,North Buena Vista,IA,Clayton,42.6783,-90.9518
44,45033,Hooven,OH,Hamilton,39.1773,-84.7627
45,72419,Caraway,AR,Craighead,35.759,-90.3358
42,65570,Success,MO,Texas,37.4626,-92.0909
39,68735,Ewing,NE,Holt,42.1851,-98.3981
49,47854,Hillsdale,IN,Vermillion,39.7712,-87.4041
49,44444,Newton Falls,OH,Trumbull,41.191,-80.9701
45,81131,Crestone,CO,Saguache,37.953,-105.688
42,93670,Yettem,CA,Tulare,36.4718,-119.259
44,58758,Martin,ND,Sheridan,47.7781,-100.123
41,97833,Haines,OR,Baker,44.8776,-117.976
45,33158,Miami,FL,Miami-Dade,25.6364,-80.3187
46,55101,Saint Paul,MN,Ramsey,44.9512,-93.0902
41,98195,Seattle,WA,King,47.6564,-122.305
45,52310,Monticello,IA,Jones,42.2326,-91.1989
45,31698,Valdosta,GA,Lowndes,30.8485,-83.2878
41,75439,Ector,TX,Fannin,33.5819,-96.2735
43,75041,Garland,TX,Dallas,32.8794,-96.6411
47,66937,Clifton,KS,Washington,39.6201,-97.2611
45,49088,Scotts,MI,Kalamazoo,42.1819,-85.4685
48,83116,Diamondville,WY,Lincoln,41.7839,-110.54
43,27826,Fairfield,NC,Hyde,35.5659,-76.2318
40,72842,Havana,AR,Yell,35.0832,-93.5955
45,46350,La Porte,IN,LaPorte,41.5994,-86.7077
42,37729,Duff,TN,Campbell,36.5086,-84.0454
41,42444,Poole,KY,Webster,37.641,-87.6439
40,12405,Acra,NY,Greene,42.3304,-74.0857
47,11005,Floral Park,NY,Queens,40.7571,-73.7182
45,29342,Gaffney,SC,Cherokee,34.9963,-81.6524
44,45854,Lafayette,OH,Allen,40.7582,-83.9499
43,33913,Fort Myers,FL,Lee,26.5228,-81.7065
39,30161,Rome,GA,Floyd,34.2507,-85.1465
43,10960,Nyack,NY,Rockland,41.0914,-73.9252
39,31058,Mauk,GA,Taylor,32.509,-84.3999
46,39819,Bainbridge,GA,Decatur,30.9039,-84.569
44,98614,Chinook,WA,Pacific,46.2729,-123.945
42,59729,Ennis,MT,Madison,45.3545,-111.687
42,31033,Haddock,GA,Jones,33.0519,-83.4312
41,25630,Lorado,WV,Logan,37.7957,-81.7148
41,42206,Auburn,KY,Logan,36.8818,-86.7198
49,54701,Eau Claire,WI,Eau Claire,44.784,-91.4877
49,40729,East Bernstadt,KY,Laurel,37.2488,-84.138
47,33637,Tampa,FL,Hillsborough,28.0338,-82.3659
46,78257,San Antonio,TX,Bexar,29.6495,-98.6137
46,99155,Nespelem,WA,Okanogan,48.1434,-119.009
42,34264,Oneco,FL,Manatee,27.4475,-82.5462
49,65261,Keytesville,MO,Chariton,39.4794,-92.9302
44,38820,Algoma,MS,Pontotoc,34.1715,-89.0328
46,17748,Mc Elhattan,PA,Clinton,41.1355,-77.37
50,45327,Germantown,OH,Montgomery,39.6244,-84.3764
45,61801,Urbana,IL,Champaign,40.1095,-88.2036
45,59253,Peerless,MT,Daniels,48.7808,-105.801
44,59732,Glen,MT,Beaverhead,45.4766,-112.691
46,12770,Pond Eddy,NY,Sullivan,41.4511,-74.841
48,70166,New Orleans,LA,Orleans,29.9546,-90.0751
44,62985,Simpson,IL,Johnson,37.4673,-88.7551
47,32277,Jacksonville,FL,Duval,30.3704,-81.5864
50,80807,Burlington,CO,Kit Carson,39.3106,-102.258
47,50478,Thompson,IA,Winnebago,43.3875,-93.7517
48,74051,Ochelata,OK,Washington,36.5947,-95.9691
43,85281,Tempe,AZ,Maricopa,33.4227,-111.926
42,98433,Tacoma,WA,Pierce,47.1125,-122.589
41,71447,Lena,LA,Rapides,31.4207,-92.8312
44,26285,Norton,WV,Randolph,38.9318,-79.9656
41,97308,Salem,OR,Marion,44.9429,-123.035
40,30081,Smyrna,GA,Cobb,33.8588,-84.7106
43,63441,Frankford,MO,Pike,39.4892,-91.3031
42,34101,Naples,FL,Collier,26.1423,-81.796
41,8650,Trenton,NJ,Mercer,40.2805,-74.712
42,55318,Chaska,MN,Carver,44.8061,-93.6083
50,31062,Milledgeville,GA,Baldwin,33.0491,-83.2174
48,20814,Bethesda,MD,Montgomery,39.0003,-77.1022
48,12920,Chateaugay,NY,Franklin,44.9088,-74.0741
48,72469,Strawberry,AR,Lawrence,35.9673,-91.2935
49,84304,Cache Junction,UT,Cache,41.8169,-111.998
46,79336,Levelland,TX,Hockley,33.5788,-102.368
47,27207,Bear Creek,NC,Chatham,35.6129,-79.3726
45,80402,Golden,CO,Jefferson,39.7555,-105.221
45,79316,Brownfield,TX,Terry,33.1698,-102.276
50,59077,Sand Springs,MT,Garfield,47.1008,-107.486
41,56115,Balaton,MN,Lyon,44.2253,-95.8838
42,39173,Tinsley,MS,Yazoo,32.7628,-90.3628
48,64020,Concordia,MO,Lafayette,38.9776,-93.5812
48,28075,Harrisburg,NC,Cabarrus,35.3247,-80.6594
44,63010,Arnold,MO,Jefferson,38.4305,-90.387
48,2718,East Taunton,MA,Bristol,41.8736,-71.0192
42,19608,Reading,PA,Berks,40.3113,-76.0345
